keyword,embedding
섬세,"[-0.03236164152622223, -0.15018074214458466, -0.4139941930770874, 0.1395096480846405, 0.35475727915763855, 0.48708704113960266, 0.8449521064758301, -0.8391069769859314, 0.4426938593387604, -0.06428208947181702, 0.05231943354010582, -0.46128180623054504, -0.5288816094398499, 0.21810303628444672, 0.5787434577941895, 0.6125443577766418, -0.7672049403190613, 0.3335731029510498, 0.789275050163269, -0.14878952503204346, -0.7142289876937866, 0.49617326259613037, -0.19040074944496155, 0.05749320611357689, -0.23237678408622742, -0.4545215666294098, 0.08028668910264969, -0.05092413350939751, 0.4621780812740326, 0.1528616100549698, -0.5274723172187805, 0.15813478827476501, 0.2962237596511841, -0.2927899658679962, -0.0035512689501047134, 0.7298651337623596, -0.09472855925559998, -0.6871575117111206, -0.36821138858795166, -0.9761477708816528, -0.6135696768760681, -0.5556196570396423, -0.04859190434217453, 0.02229885570704937, 0.5986402034759521, -0.06913134455680847, 0.7164319753646851, 0.6943919658660889, 0.19045601785182953, -0.6928728222846985, -0.05870381370186806, -0.5530236959457397, -0.31046396493911743, 0.9137507677078247, -0.022410528734326363, 0.21316705644130707, 0.031144658103585243, 0.5407637357711792, -0.2361588031053543, -0.05640564113855362, -0.5429712533950806, 0.6580550074577332, 0.5222740769386292, 0.2889181971549988, -0.33255183696746826, 0.4897896349430084, -0.2601655125617981, 0.28123122453689575, -0.32086437940597534, 0.20429566502571106, 0.015092470683157444, -0.3392428755760193, 0.42705780267715454, -0.08094114810228348, 0.09801404923200607, -0.7985855340957642, 0.05096679553389549, 0.16412405669689178, -0.18732154369354248, 0.26587939262390137, -0.6006311178207397, 0.17662721872329712, 0.5995209217071533, -0.11928728967905045, -0.032987505197525024, -0.10403672605752945, -0.048264481127262115, -0.1351652890443802, 0.16596946120262146, -0.5038272142410278, 0.6174491047859192, 0.4352434277534485, 0.7492199540138245, 0.3194034695625305, -0.9035853743553162, 0.6549822688102722, 0.6229520440101624, 0.2635555565357208, 0.44317427277565, -0.1492656171321869]"
민감,"[0.46746528148651123, -0.5215153694152832, -0.08073177188634872, -0.009754879400134087, 0.8898605704307556, 0.22247353196144104, 0.27558276057243347, -0.0830928236246109, 0.20085473358631134, 0.28583618998527527, 0.15995366871356964, -0.5013547539710999, -0.5128281116485596, -0.14270463585853577, 0.04675334319472313, 0.7512640953063965, -0.45404428243637085, 0.5873104929924011, 0.8429607152938843, 0.2699120044708252, 0.2118886560201645, 0.36631518602371216, 0.9744013547897339, -0.27012014389038086, -0.388273686170578, -0.10118534415960312, 0.5914610028266907, -0.16952632367610931, -0.14896054565906525, 0.30744069814682007, -0.7970603704452515, -0.0896376445889473, -0.01925514079630375, -0.10653824359178543, 0.033765457570552826, 0.33560431003570557, 0.3923175632953644, -0.28703176975250244, -0.6226027011871338, -1.003453016281128, -0.27821797132492065, -0.14755523204803467, -0.002518096473067999, -0.20407997071743011, -0.053538281470537186, 0.07415133714675903, 0.256719172000885, 0.28716862201690674, -0.22227907180786133, -0.2223345786333084, -0.11488299071788788, -0.2428187131881714, 0.32655423879623413, 0.6446062326431274, 0.14073489606380463, 0.22997884452342987, 0.12786710262298584, 0.27884966135025024, 0.3061131238937378, -0.1581679731607437, -0.7010068297386169, 0.9135286808013916, 0.43262752890586853, 0.5389887690544128, 0.06952044367790222, 0.18372851610183716, 0.1956416368484497, 0.3916538655757904, -0.541968822479248, 0.23152339458465576, -0.23648789525032043, -0.10507544130086899, -0.5711874961853027, -0.5232158303260803, 0.5920600891113281, -0.48386797308921814, -0.39725878834724426, 0.27906447649002075, -0.7939579486846924, 0.37591099739074707, -0.005303701851516962, 0.1873844861984253, 0.5052654147148132, 0.2601774334907532, -0.1513131558895111, -0.021426023915410042, 0.3992709815502167, -0.3684348165988922, 0.16032905876636505, -0.05274885147809982, 0.8822563886642456, 0.40403231978416443, 0.5669357776641846, 0.31556472182273865, -0.48790666460990906, 0.15557245910167694, 0.030204826965928078, 0.21467837691307068, 0.5830327868461609, 0.8360130190849304]"
산뜻,"[-0.2816653847694397, -0.38664931058883667, -0.08133386820554733, 0.2542608082294464, 0.14492598176002502, 0.12647175788879395, 0.40334969758987427, -0.2651160657405853, 0.46973833441734314, -0.036752548068761826, -0.03938877582550049, -0.03430156409740448, -0.31970110535621643, 0.4609375596046448, 0.28451183438301086, 0.570931613445282, -0.07423052936792374, 0.2095375955104828, 0.48064181208610535, -0.26673439145088196, -0.5193920731544495, 0.6772898435592651, 0.2641957104206085, 0.17496900260448456, -0.09477423876523972, -0.5353050827980042, -0.04894571751356125, -0.18978148698806763, 0.06281833350658417, 0.10042668879032135, -0.3886649012565613, -0.09468671679496765, -0.11977872252464294, -0.13985386490821838, 0.34748122096061707, 0.5491487979888916, -0.015573970973491669, -0.23579882085323334, -0.5087964534759521, -0.7843970656394958, -0.3741413652896881, -0.5073981285095215, 0.17307251691818237, -0.3354170024394989, 0.34505218267440796, 0.08004307746887207, 0.44957610964775085, 0.25477778911590576, -0.4698421359062195, -0.23560602962970734, -0.09400979429483414, 0.034747328609228134, 0.09581433981657028, 0.5601032972335815, -0.293549507856369, 0.3392675518989563, 0.1578710973262787, 0.38774070143699646, -0.04132251814007759, -0.049829091876745224, -0.5139116644859314, -0.135997012257576, 0.3530508577823639, 0.13777023553848267, -0.5462907552719116, 0.2458491325378418, -0.42978915572166443, -0.014407339505851269, -0.0008187067578546703, -0.35281097888946533, -0.5241369605064392, -0.4751490354537964, 0.12970037758350372, -0.0026201666332781315, 0.41135716438293457, -0.4218345284461975, -0.11724837869405746, 0.3527388274669647, -0.4865095913410187, 0.10353213548660278, -0.29278114438056946, -0.41215187311172485, 0.19271375238895416, -0.06820669025182724, 0.07680003345012665, -0.21137335896492004, -0.13150176405906677, -0.3243766129016876, 0.444110244512558, -0.34146809577941895, 0.2856290936470032, 0.013503865338861942, 0.21955907344818115, 0.33669203519821167, -0.48718366026878357, 0.61994469165802, 0.1151491329073906, -0.4404705762863159, 0.33093002438545227, -0.16961686313152313]"
진정,"[-0.002817563246935606, 0.16624511778354645, -0.5914397835731506, -0.5019287467002869, 0.42679837346076965, -0.22586627304553986, 0.15919268131256104, -0.3460260033607483, 0.7477651238441467, 0.13812501728534698, -0.13326896727085114, -0.31285277009010315, -0.32494229078292847, -0.044622331857681274, 0.19997365772724152, 0.653791606426239, -0.11079037189483643, 0.15790046751499176, 0.5137971639633179, 0.42452293634414673, -0.01308369915932417, 0.1453312337398529, 0.10199254006147385, 0.03362130746245384, -0.09448274224996567, 0.033660370856523514, -0.5992271304130554, 0.1563783586025238, 0.27094733715057373, 0.20893891155719757, -0.27832308411598206, 0.1459374725818634, -0.24695594608783722, -0.41658449172973633, -0.4719092845916748, 0.513810396194458, -0.17779727280139923, -0.34161096811294556, -0.1907060146331787, -0.7053938508033752, -0.1858910173177719, 0.4926685094833374, 0.06334488838911057, -0.47368383407592773, -0.12844304740428925, 0.1572372317314148, 0.34178024530410767, 0.6563077569007874, -0.3382301926612854, 0.07892454415559769, -0.12364616990089417, -0.14691072702407837, -0.786346971988678, 0.25976696610450745, 0.04891956225037575, -0.17858444154262543, -0.2676470875740051, 0.2037976235151291, 0.3788435161113739, -0.4160461723804474, -0.20779204368591309, -0.1480966955423355, 0.7429499626159668, 0.06921157240867615, -0.7759029865264893, -0.23693455755710602, 0.1141577810049057, 0.19000425934791565, -0.3387411832809448, -0.022225316613912582, 0.008981443010270596, -0.10535579919815063, -0.04533407464623451, -0.4550219476222992, 0.3448501229286194, 0.1430293768644333, 0.08544622361660004, 0.5227546095848083, -0.5988254547119141, 0.5169147253036499, 0.19290387630462646, -0.14598992466926575, 0.5626929402351379, 0.1096174567937851, -0.057180408388376236, 0.31124910712242126, 0.11952660977840424, -0.41990742087364197, 0.37643977999687195, 0.17907336354255676, 0.3767155706882477, -0.19035141170024872, 0.22095990180969238, 0.40321990847587585, -0.5979076027870178, 0.36570748686790466, -0.02073785662651062, 0.2349921464920044, 0.48538967967033386, -0.11955610662698746]"
예민,"[0.11804848909378052, -0.562617301940918, -0.24784062802791595, 0.16670148074626923, 0.591853678226471, -0.12663134932518005, 0.2818353772163391, -0.3619231581687927, 0.40406855940818787, 0.2130146324634552, 0.03938338905572891, -0.5077873468399048, 0.08717508614063263, -0.11726581305265427, 0.48901426792144775, 0.4652363061904907, -0.12390317767858505, 0.4831937551498413, 0.7266220450401306, 0.10789630562067032, -0.0357472226023674, 0.3563345968723297, 0.48517104983329773, -0.13643382489681244, -0.3905330300331116, -0.17906557023525238, 0.5501328110694885, 0.08876054733991623, 0.15895844995975494, 0.26834067702293396, -0.7234658002853394, -0.050588544458150864, 0.027392249554395676, -0.09819397330284119, 0.02525446191430092, 0.624279260635376, 0.6172000765800476, -0.18975581228733063, -1.0369049310684204, -1.1230448484420776, -0.27208396792411804, -0.11119114607572556, 0.26529571413993835, -0.04910089448094368, 0.08786915242671967, 0.3318164050579071, 0.5688223242759705, 0.16681398451328278, -0.4883626103401184, -0.3860805630683899, -0.06464438140392303, -0.7040328979492188, -0.09985319525003433, 1.0841823816299438, 0.11524171382188797, 0.18704694509506226, 0.25872090458869934, 0.2127896249294281, 0.4418371617794037, -0.016367103904485703, -0.5714840292930603, 0.3103199601173401, 0.5150623321533203, 0.19471220672130585, -0.3069048523902893, 0.29482579231262207, 0.07608486711978912, -0.11090376228094101, -0.28967851400375366, -0.04231426119804382, -0.5960603952407837, -0.7984907031059265, -0.3741121292114258, -0.3944953382015228, 0.3849408030509949, -0.44138962030410767, -0.19279727339744568, 0.25972360372543335, -0.16690538823604584, 0.3778948187828064, 0.02540864422917366, -0.2848515212535858, 0.4664060175418854, -0.16014410555362701, -0.2579452097415924, 0.11419863253831863, -0.07334773987531662, -0.2637506127357483, 0.612910807132721, -0.07822537422180176, 0.4368629455566406, 0.3183196783065796, 0.9333201050758362, 0.7603099346160889, -0.40472692251205444, 0.33494624495506287, -0.3057691752910614, 0.20880746841430664, 0.04952884465456009, 0.4754493534564972]"
충분,"[0.48650074005126953, -0.6904208660125732, -0.37152135372161865, -0.1889065057039261, 0.6861780285835266, -0.002770011778920889, 0.6078389883041382, 0.44361233711242676, 0.12196158617734909, 0.07795736193656921, -0.08327460289001465, -0.7397956252098083, -0.7116607427597046, 0.14714786410331726, 0.4392583668231964, 0.9127763509750366, -0.13490505516529083, 0.7575161457061768, -0.07981093227863312, -0.07995975762605667, 0.3565214276313782, 0.21628500521183014, -0.05872511863708496, -0.500812292098999, -0.3627595901489258, -0.18777063488960266, 0.5392429232597351, -0.0040824017487466335, 0.19635529816150665, 0.43163251876831055, -0.3461575508117676, -0.2714979946613312, 0.11424753814935684, 0.3801291882991791, -0.27979567646980286, 0.2663404941558838, 0.18991875648498535, -0.7939664721488953, -0.33273959159851074, -0.8317686915397644, -0.6671772003173828, -0.24009066820144653, 0.5909968614578247, -0.5663899779319763, -0.23128534853458405, 0.281688928604126, 0.3727138638496399, 0.754421055316925, -0.1467791646718979, 0.028004441410303116, 0.13435092568397522, 0.4643978178501129, -0.4389057457447052, 0.5497026443481445, 0.30339911580085754, -0.08751234412193298, 0.17743881046772003, 0.12087593972682953, 0.6752907633781433, -0.019812004640698433, -0.11233793199062347, 0.6997591257095337, 0.3198148310184479, 0.9080244898796082, -0.3515644967556, 0.30543723702430725, 0.13209491968154907, 0.502250075340271, -0.2526843249797821, -0.07530996203422546, -0.5739635229110718, -0.19259367883205414, 0.33694255352020264, -0.9274367094039917, 0.48554152250289917, 0.06353046745061874, -0.2902037501335144, 0.3251056671142578, -0.9323527216911316, 0.4575299918651581, -0.7501004934310913, 0.3586385250091553, 0.5576351284980774, 0.17182382941246033, -0.2396092265844345, 0.2364446371793747, 0.09677579998970032, -0.36911728978157043, 0.09646236896514893, -0.37638014554977417, 0.8628725409507751, 0.5574280619621277, 0.11126665771007538, -0.524717390537262, -0.0004056484322063625, 0.5165472626686096, 0.04585857316851616, 0.6593029499053955, 0.5598432421684265, 0.24562862515449524]"
드라마틱,"[0.11024312674999237, -0.3118274509906769, 0.08485079556703568, 0.14450792968273163, 0.5965306162834167, -0.13939937949180603, 0.20136846601963043, -0.6281797289848328, 0.4104584753513336, -0.12670399248600006, 0.12737217545509338, -0.44207096099853516, -0.7185102105140686, 0.41280487179756165, 0.20456649363040924, 0.78432297706604, 0.1341184377670288, 0.39144986867904663, 1.2993007898330688, 0.03265940397977829, -0.2408471405506134, 0.41273802518844604, 0.24530433118343353, 0.16814103722572327, -0.33214664459228516, -0.6200291514396667, -0.3590676784515381, -0.08881477266550064, 0.044940829277038574, -0.31610164046287537, -0.8465546369552612, 0.6259441375732422, -0.19320105016231537, -0.3725315034389496, 0.027790330350399017, 0.7611995935440063, -0.15864846110343933, -0.040703777223825455, -0.7077571153640747, -0.5908342003822327, -0.21003389358520508, -0.16341307759284973, -0.2101079374551773, -0.24860699474811554, 0.2845570147037506, 0.0008422285318374634, 0.6204910278320312, 0.5438376665115356, 0.07385257631540298, -0.6057385206222534, -0.3687649667263031, -0.22525006532669067, 0.03335688263177872, -0.023537708446383476, -0.3397621214389801, 0.2793247699737549, 0.4657173156738281, 0.17417630553245544, 0.3514513075351715, -0.2098303735256195, 0.05100858211517334, 0.180800199508667, 0.3484252989292145, 0.09702882170677185, 0.10708198696374893, 0.6270136833190918, -0.28411540389060974, -0.2256564497947693, -0.08010042458772659, -0.0782659575343132, -0.37413471937179565, -0.13559435307979584, 0.3724038898944855, -0.6871633529663086, 0.4361662268638611, 0.15667559206485748, -0.04542059078812599, 0.7893878817558289, -0.5527670979499817, 0.20142343640327454, -0.3777838349342346, -0.20404919981956482, 0.18851864337921143, -0.05540027096867561, -0.25203418731689453, -0.4680449962615967, -0.0011487568262964487, -0.26010259985923767, 0.00395199516788125, -0.620056688785553, 0.10389433056116104, 0.3527860641479492, 0.5257585048675537, 0.10381453484296799, -0.43308207392692566, 0.43653807044029236, 0.09463748335838318, -0.24004167318344116, 0.31474873423576355, -0.24806341528892517]"
묵직,"[-0.10738244652748108, -0.31982433795928955, 0.023389212787151337, 0.28968843817710876, 0.6017422080039978, 0.1187005490064621, 0.5599988102912903, -0.6338079571723938, 0.5041372179985046, -0.12803968787193298, 0.0312415212392807, -0.168538898229599, -0.4875127673149109, 0.11324521899223328, 0.31504905223846436, 0.6023526787757874, -0.3291305899620056, 0.3526388108730316, 0.3679099380970001, -0.3427622318267822, -0.35689663887023926, 0.6220148205757141, 0.2800571024417877, 0.10700487345457077, -0.33315929770469666, -0.3341844975948334, 0.2967987656593323, -0.2935638725757599, -0.23900870978832245, 0.15039126574993134, -0.1418781280517578, 0.03828001767396927, -0.21122166514396667, 0.043906256556510925, 0.17793825268745422, 0.5718061327934265, 0.1403207927942276, -0.0802411288022995, -0.11648637056350708, -0.6068710684776306, -0.5742360353469849, -0.4149366319179535, 0.04631951078772545, 0.2361012101173401, 0.010291103273630142, 0.30385300517082214, 0.6649078726768494, 0.39398011565208435, -0.19171996414661407, -0.4176892340183258, 0.04147730767726898, -0.0033165616914629936, -0.30347561836242676, 0.36072343587875366, -0.3600509762763977, 0.5996660590171814, -0.029563242569565773, 0.042466387152671814, 0.07013910263776779, -0.24039225280284882, -0.6250082850456238, 0.4341415464878082, 0.20439667999744415, 0.5503785014152527, -0.15971186757087708, 0.41314980387687683, 0.05916465446352959, -0.10795802623033524, 0.1701470911502838, -0.18432924151420593, -0.6169815063476562, -0.5866054892539978, 0.1713515818119049, 0.3988342583179474, 0.1499389261007309, -0.2345166951417923, -0.3538227677345276, 0.5407038927078247, -0.34717491269111633, 0.19986779987812042, -0.02918916568160057, -0.2701750099658966, -0.019912950694561005, 0.02195652574300766, -0.09601926058530807, 0.06338920444250107, -0.06721004098653793, 0.18164637684822083, 0.4283248484134674, -0.29749563336372375, 0.6518898606300354, 0.22835516929626465, 0.4230797588825226, 0.322189599275589, -0.350283145904541, 0.48621127009391785, 0.36737310886383057, -0.09160799533128738, 0.2734276354312897, 0.16231009364128113]"
적합,"[0.9062591195106506, -0.7525404095649719, -0.5236388444900513, -0.09033580124378204, 0.42047756910324097, -0.15646998584270477, 1.064694881439209, 0.2988452613353729, 0.5355721712112427, -0.16188384592533112, 0.324423611164093, -0.31143659353256226, -0.5142207741737366, -0.13777713477611542, 0.18731237947940826, 0.7849656939506531, 0.1921042501926422, 0.539731502532959, 0.4531956613063812, 0.5139809846878052, 0.33317211270332336, 0.2535252273082733, 0.04318291321396828, 0.06044852361083031, -0.023572050034999847, -0.11896932870149612, 0.4551340937614441, 0.11525335162878036, 0.12162604928016663, 0.38689202070236206, -0.5599387288093567, -0.04920201376080513, 0.2010711431503296, 0.07420254498720169, -0.14634162187576294, 0.4085425138473511, 0.7575620412826538, -0.4883929193019867, -0.5796268582344055, -0.9026371836662292, -0.05883444845676422, -0.32065752148628235, 0.550592839717865, -0.06394819170236588, -0.23882576823234558, 0.21675069630146027, 0.34922781586647034, 0.5723709464073181, -0.24071383476257324, -0.6755192875862122, 0.05540007725358009, 0.1214531734585762, -0.32369813323020935, 0.40173643827438354, -0.15199494361877441, 0.09536746889352798, -0.37246236205101013, 0.1928008645772934, 0.6309072375297546, 0.25217050313949585, 0.020999671891331673, 0.7752098441123962, 0.25859636068344116, 0.7382243275642395, -0.25648608803749084, -0.14084486663341522, -0.4801851212978363, 0.5911809802055359, -0.43579086661338806, -0.17386455833911896, -0.5102423429489136, 0.2252129316329956, -0.2821525037288666, -0.4973685145378113, 0.20896106958389282, -0.21915797889232635, -0.7213346362113953, -0.10154137760400772, -0.6020566821098328, -0.05389914661645889, -0.36813607811927795, 0.34461379051208496, 0.4943346381187439, -0.03480837121605873, -0.5851598381996155, 0.23471860587596893, -0.056702129542827606, -0.741690993309021, 0.301837295293808, -0.5157006978988647, 0.6035208702087402, 0.6012499928474426, 0.11495810747146606, -0.7153863310813904, -0.6363059878349304, 0.33648473024368286, 0.04629303887486458, 0.1462278664112091, 0.4537929594516754, 0.47028350830078125]"
상쾌,"[-0.2739871144294739, -0.3853408992290497, -0.17834633588790894, -0.1816897690296173, 0.30618757009506226, 0.11196073889732361, 0.3764047622680664, -0.1466066688299179, 0.44931760430336, -0.10199911892414093, -0.28803229331970215, -0.15599530935287476, -0.2988263964653015, -0.09718888998031616, 0.027142232283949852, 0.6740280389785767, -0.04695552587509155, 0.5575422048568726, 0.3317400813102722, -0.4423539340496063, -0.2615596354007721, 0.4614185690879822, 0.2622627019882202, 0.30480650067329407, -0.5001296997070312, -0.8093942999839783, 0.3181712329387665, -0.24769270420074463, -0.01975693553686142, 0.12451010942459106, -0.20260688662528992, 0.04956335201859474, -0.5313971638679504, 0.3073815703392029, 0.3547283709049225, 0.7418798804283142, -0.03764205053448677, -0.03556269407272339, -0.6461368203163147, -1.289757251739502, -0.6641231179237366, -0.8234677314758301, -0.36817771196365356, -0.46376827359199524, 0.42778080701828003, 0.24712511897087097, 0.23340503871440887, 0.34726616740226746, -0.43310436606407166, -0.1145404651761055, 0.17569777369499207, -0.28578996658325195, -0.039780061691999435, 0.5273767709732056, -0.12302759289741516, 0.06850016117095947, -0.18149729073047638, 0.5627180933952332, -0.2650892436504364, 0.37397798895835876, -0.8448053598403931, -0.3558885455131531, 0.3574157953262329, 0.05679667368531227, -1.0639992952346802, 0.0516924113035202, 0.020656732842326164, -0.12956391274929047, -0.1570703089237213, 0.17838728427886963, -0.48688650131225586, -0.45495206117630005, -0.010118864476680756, 0.22679570317268372, 0.9074509739875793, -0.43958616256713867, -0.34266459941864014, 0.2364572286605835, -0.7195395827293396, 0.2378150075674057, -0.13142623007297516, -0.28986290097236633, 0.1997269093990326, -0.14167912304401398, -0.005571113433688879, -0.2667233943939209, -0.2984779477119446, 0.019844278693199158, 0.2546546757221222, -0.4211947023868561, 0.313884973526001, -0.1817527711391449, 0.32778605818748474, 0.5139254331588745, -0.5429561138153076, 1.0985159873962402, -0.43248921632766724, -0.3861280381679535, 0.08416346460580826, 0.14805442094802856]"
개운,"[-0.05412152409553528, -0.5704423189163208, 0.011749309487640858, 0.1807343065738678, 0.47830939292907715, -0.021439168602228165, 0.4314587414264679, 0.1580432504415512, -0.12394538521766663, -0.16474549472332, -0.6030563116073608, -0.16759753227233887, -0.37994828820228577, -0.0004307603230699897, 0.6302481293678284, 0.5085229873657227, -0.3018720746040344, 0.32849493622779846, -0.2814449071884155, 0.28745952248573303, -0.46316254138946533, 0.03691260889172554, 0.3024260401725769, -0.05331392586231232, 0.020966259762644768, -0.08628467470407486, -0.06532419472932816, 0.5266866087913513, -0.14817799627780914, 0.7455494999885559, -0.3940514028072357, 0.19931453466415405, -0.3489697575569153, 0.02387295290827751, -0.056911394000053406, 0.7254917621612549, 0.7310714721679688, 0.0013242807472124696, -0.3674487769603729, -0.27693042159080505, -0.4611382484436035, -0.3216067850589752, -0.5110083818435669, -0.15057846903800964, -0.12873725593090057, 0.5668634176254272, 0.12116143107414246, 0.40185046195983887, -0.46013355255126953, 0.016106363385915756, 0.25210076570510864, 0.015986114740371704, -0.14299871027469635, 0.22275088727474213, 0.2169840931892395, 0.2820352017879486, 0.13786406815052032, 0.3160553574562073, 0.24301810562610626, -0.1475045084953308, -0.14996862411499023, -0.6398035287857056, 0.006520803552120924, 0.7388175129890442, -0.4059189558029175, -0.010500947013497353, -0.12933404743671417, -0.13132649660110474, -0.24450993537902832, -0.05556206777691841, -0.5769575238227844, -0.1394224613904953, 0.24094164371490479, -0.307211697101593, -0.3161736726760864, 0.059370335191488266, -0.42260614037513733, -0.646985650062561, -0.4199688136577606, 0.2866933047771454, 0.15435156226158142, -0.012277374044060707, 0.2903328835964203, -0.12354788929224014, -0.14688660204410553, -0.30247190594673157, -0.4507262408733368, 0.16019706428050995, 0.3288777768611908, -0.6027791500091553, 0.01067804079502821, -0.20607073605060577, 0.26364031434059143, 0.06433336436748505, 0.13029982149600983, 0.19068799912929535, -0.46717238426208496, -0.37455588579177856, -0.26146766543388367, -0.17472898960113525]"
강력,"[0.0847245529294014, -0.2546485364437103, -0.24434661865234375, 0.014966369606554508, 1.121778964996338, -0.002937937155365944, 0.10534588247537613, -0.8840649127960205, 0.25238195061683655, 0.45990467071533203, 0.0183098241686821, -0.25952282547950745, -0.9997778534889221, 0.14587028324604034, 0.42630892992019653, 0.7069318890571594, 0.09475471824407578, 0.11412552744150162, 0.360550194978714, 0.07200034707784653, 0.08216625452041626, 0.43925243616104126, 0.222484290599823, -0.12926961481571198, -0.16649381816387177, -0.21682170033454895, 0.03625620901584625, -0.10657026618719101, -0.06484236568212509, 0.4107808768749237, -0.5586769580841064, -0.08927896618843079, 0.31212642788887024, 0.3448711335659027, -0.2396063208580017, -0.1132306382060051, 0.15885449945926666, -0.3379315137863159, -0.6477329134941101, -0.9160779118537903, 0.18285559117794037, 0.20069953799247742, 0.7967531681060791, -0.025233343243598938, -0.7031756043434143, -0.070114366710186, 0.4566645920276642, 0.23309725522994995, -0.1847081035375595, -0.36627519130706787, -0.12479138374328613, -0.2584940791130066, 0.028481299057602882, 0.44998449087142944, 0.23765681684017181, 0.07573886215686798, -0.13089032471179962, 0.3236941397190094, 0.020388944074511528, -0.3505917489528656, -0.22936367988586426, 0.5010002255439758, 0.6052473187446594, 0.4024982750415802, -0.408233642578125, 0.2424616515636444, 0.11276794224977493, -0.2153489589691162, -0.40494054555892944, -0.12954594194889069, -0.05597531050443649, -0.14222152531147003, 0.23414434492588043, -0.2615227699279785, 0.23363833129405975, 0.2765141725540161, -0.38722145557403564, 0.42673230171203613, -0.7025994062423706, 0.053177591413259506, -0.12863120436668396, -0.36096641421318054, 0.45212888717651367, -0.15471194684505463, -0.4606626629829407, 0.21624518930912018, -0.06813940405845642, -0.2789172828197479, -0.3351407051086426, -0.5518246293067932, 0.8245995044708252, 0.3391047418117523, 0.5235525965690613, 0.03686434403061867, -0.14465110003948212, 0.2932922840118408, -0.5969714522361755, 0.0782967209815979, 0.6439506411552429, 0.052121784538030624]"
간단,"[0.7585119009017944, -0.6020672917366028, -0.3230712413787842, -0.1985703855752945, 0.47025763988494873, -0.011570933274924755, 0.45293012261390686, -0.13619498908519745, 0.16392827033996582, -0.3828445374965668, -0.20732754468917847, 0.4136163592338562, -0.4049640893936157, -0.275617778301239, 0.31692367792129517, 0.6770289540290833, -0.1995023638010025, 0.6359647512435913, 0.6691383123397827, 0.13936258852481842, -0.09717632830142975, 0.13835681974887848, 0.13289369642734528, -0.31754934787750244, -0.28952956199645996, -0.5629498958587646, 0.4403674304485321, -0.33020979166030884, 0.2880653142929077, 0.18014663457870483, -0.20555749535560608, 0.24076205492019653, 0.35751789808273315, -0.08254056423902512, -0.03232036158442497, 0.2031312733888626, 0.39513877034187317, -0.8111962080001831, -0.6650525331497192, -1.1269547939300537, -0.44615280628204346, -0.25983285903930664, -0.01070480328053236, -0.41625532507896423, -0.1586127132177353, 0.11830921471118927, 0.40755850076675415, 0.06577970832586288, -0.10725230723619461, -0.3809677064418793, -0.44990625977516174, 0.03750087693333626, 0.0830802172422409, 0.2011396437883377, -0.23477062582969666, 0.2211560308933258, -0.3399088978767395, 0.17939162254333496, 0.39533084630966187, 0.14924843609333038, -0.3141093850135803, 0.7372145056724548, 0.2251414954662323, 0.6381656527519226, -0.16188625991344452, 0.296774297952652, -0.53861403465271, 0.31822994351387024, -0.20789392292499542, 0.36439451575279236, -0.434367835521698, -0.7474231719970703, 0.5335991382598877, -0.3941056430339813, 0.5196412205696106, -0.31752482056617737, 0.029913319274783134, 0.2059316635131836, -0.6599605679512024, 0.2702251076698303, -0.05967218428850174, 0.3123283088207245, 0.2938503921031952, -0.0778430625796318, -0.03637821972370148, 0.43765872716903687, 0.22771163284778595, -0.6600633263587952, 0.30765455961227417, -0.47560957074165344, 0.6687943339347839, 0.17122934758663177, 0.21809838712215424, -0.4042387306690216, -0.2262474149465561, 0.4007120132446289, -0.1257988065481186, -0.10308613628149033, 0.5259661674499512, 0.2709234952926636]"
